id,nama,status
1096,LSP SMKN 1 PENUKAL,1
1097,LSP SMKN 1 PLOSOKLATEN,1
1098,LSP SMKN 1 PRABUMULIH,1
1099,LSP SMKN 1 PRAYA LOMBOK,1
1100,LSP SMKN 1 PUNDONG,1
1101,LSP SMKN 1 PUNGGELAN,1
1102,LSP SMKN 1 PUNGGING,1
1103,LSP SMKN 1 PURBALINGGA,1
1104,LSP SMKN 1 PURWOJATI,1
1105,LSP SMKN 1 PURWOREJO,1
1106,LSP SMKN 1 PURWOSARI - PASURUAN,1
1107,LSP SMKN 1 PUSAKANAGARA,1
1108,LSP SMKN 1 RAJADESA,1
1109,LSP SMKN 1 RANGAS,1
1110,LSP SMKN 1 RENGAT,1
1111,LSP SMKN 1 SAMARINDA,1
1112,LSP SMKN 1 SANDEN,1
1113,LSP SMKN 1 SEDAYU,1
1114,LSP SMKN 1 SELONG,1
1115,LSP SMKN 1 SERANG,1
1116,LSP SMKN 1 SEWON,1
1117,LSP SMKN 1 SIDIKALANG,1
1118,LSP SMKN 1 SLAWI,1
1119,LSP SMKN 1 SOLOK,1
1120,LSP SMKN 1 SOLOK SELATAN,1
1121,LSP SMKN 1 SONGGOM,1
1122,LSP SMKN 1 SOOKO MOJOKERTO,1
1123,LSP SMKN 1 SUKABUMI,1
1124,LSP SMKN 1 SURAKARTA,1
1125,LSP SMKN 1 SUTERA,1
1126,LSP SMKN 1 TALANG UBI,1
1127,LSP SMKN 1 TALIWANG,1
1128,LSP SMKN 1 TAMBELANG,1
1129,LSP SMKN 1 TAMPAKSIRING,1
1130,LSP SMKN 1 TANA TORAJA,1
1131,LSP SMKN 1 TANJUNGBALAI,1
1132,LSP SMKN 1 TASIKMALAYA,1
1133,LSP SMKN 1 TEGAL,1
1134,LSP SMKN 1 TEKUNG,1
1135,LSP SMKN 1 TENGARAN,1
1136,LSP SMKN 1 TLANAKAN,1
1137,LSP SMKN 1 TONJONG,1
1138,LSP SMKN 1 TUALANG,1
1139,LSP SMKN 1 WARUREJA,1
1140,LSP SMKN 1 WONOREJO,1
1141,LSP SMKN 10 JAKARTA,1
1142,LSP SMKN 10 KOTA BEKASI,1
1143,LSP SMKN 11 BANDUNG,1
1144,LSP SMKN 11 SEMARANG,1
1145,LSP SMKN 13 BANDUNG,1
1146,LSP SMKN 14 JAKARTA,1
1147,LSP SMKN 16 JAKARTA,1
1148,LSP SMKN 18 JAKARTA,1
1149,LSP SMKN 1METRO,1
1150,LSP SMKN 1PARON,1
1151,LSP SMKN 2 BALEENDAH,1
1152,LSP SMKN 2 BALIKPAPAN,1
1153,LSP SMKN 2 BANJARBARU,1
1154,LSP SMKN 2 BANJARMASIN,1
1155,LSP SMKN 2 BARRU,1
1156,LSP SMKN 2 BATAM,1
1157,LSP SMKN 2 BAWANG,1
1158,LSP SMKN 2 BITUNG,1
1159,LSP SMKN 2 BLORA,1
1160,LSP SMKN 2 BONTANG,1
1161,LSP SMKN 2 CIMAHI,1
1162,LSP SMKN 2 DENPASAR,1
1163,LSP SMKN 2 DEPOK,1
1164,LSP SMKN 2 ENDE,1
1165,LSP SMKN 2 GEDANGSARI,1
1166,LSP SMKN 2 KEDIRI,1
1167,LSP SMKN 2 KOTA BEKASI,1
1168,LSP SMKN 2 KOTA CIREBON,1
1169,LSP SMKN 2 KOTA JAMBI,1
1170,LSP SMKN 2 KRAKSAAN,1
1171,LSP SMKN 2 KURIPAN,1
1172,LSP SMKN 2 LAHAT,1
1173,LSP SMKN 2 LAMONGAN,1
1174,LSP SMKN 2 LANGSA,1
1175,LSP SMKN 2 LHOKSEUMAWE,1
1176,LSP SMKN 2 MAJENE,1
1177,LSP SMKN 2 MATARAM,1
1178,LSP SMKN 2 NGANJUK,1
1179,LSP SMKN 2 PACITAN,1
1180,LSP SMKN 2 PEKALONGAN,1
1181,LSP SMKN 2 PURWOKERTO,1
1182,LSP SMKN 2 PURWOREJO,1
1183,LSP SMKN 2 RANGKASBITUNG,1
1184,LSP SMKN 2 SANGATTA UTARA,1
1185,LSP SMKN 2 SAWAHLUNTO,1
1186,LSP SMKN 2 SIGLI,1
1187,LSP SMKN 2 SIMPANG KIRI,1
1188,LSP SMKN 2 SINGARAJA,1
1189,LSP SMKN 2 SINGKAWANG,1
1190,LSP SMKN 2 SLAWI,1
1191,LSP SMKN 2 SONGGOM,1
1192,LSP SMKN 2 SRAGEN,1
1193,LSP SMKN 2 SUKABUMI,1
1194,LSP SMKN 2 SUKAWATI,1
1195,LSP SMKN 2 SUKOREJO,1
1196,LSP SMKN 2 SURAKARTA,1
1197,LSP SMKN 2 TANJUNGPINANG,1
1198,LSP SMKN 2 TEBO,1
1199,LSP SMKN 2 TEGAL,1
1200,LSP SMKN 2 TELUK KUANTAN,1
1201,LSP SMKN 2 TEMANGGUNG,1
1202,LSP SMKN 2 TUREN MALANG,1
1203,LSP SMKN 20 JAKARTA,1
1204,LSP SMKN 22 JAKARTA,1
1205,LSP SMKN 24 JAKARTA,1
1206,LSP SMKN 26 JAKARTA,1
1207,LSP SMKN 28 JAKARTA,1
1208,LSP SMKN 3 BALIKPAPAN,1
1209,LSP SMKN 3 BANJARBARU,1
1210,LSP SMKN 3 BANJARMASIN,1
1211,LSP SMKN 3 BATAM,1
1212,LSP SMKN 3 BOGOR,1
1213,LSP SMKN 3 CIMAHI,1
1214,LSP SMKN 3 DENPASAR,1
1215,LSP SMKN 3 DEPOK,1
1216,LSP SMKN 3 JEPARA,1
1217,LSP SMKN 3 KOTA SERANG,1
1218,LSP SMKN 3 KUNINGAN,1
1219,LSP SMKN 3 MALANG,1
1220,LSP SMKN 3 MANADO,1
1221,LSP SMKN 3 MANDAU,1
1222,LSP SMKN 3 MERAUKE,1
1223,LSP SMKN 3 METRO LAMPUNG,1
1224,LSP SMKN 3 OKU,1
1225,LSP SMKN 3 PADANG,1
1226,LSP SMKN 3 PALU,1
1227,LSP SMKN 3 PATI,1
1228,LSP SMKN 3 PEKANBARU,1
1229,LSP SMKN 3 SAMARINDA,1
1230,LSP SMKN 3 SEMARANG,1
1231,LSP SMKN 3 SORONG,1
1232,LSP SMKN 3 TANAH GROGOT,1
1233,LSP SMKN 3 TANGERANG,1
1234,LSP SMKN 3 TASIKMALAYA,1
1235,LSP SMKN 35 JAKARTA,1
1236,LSP SMKN 4 BALIKPAPAN,1
1237,LSP SMKN 4 BANJARMASIN,1
1238,LSP SMKN 4 BATAM,1
1239,LSP SMKN 4 KENDAL,1
1240,LSP SMKN 4 KOTA JAMBI,1
1241,LSP SMKN 4 PADALARANG,1
1242,LSP SMKN 4 PROBOLINGGO,1
1243,LSP SMKN 41 JAKARTA,1
1244,LSP SMKN 42 JAKARTA BARAT,1
1245,LSP SMKN 45 JAKARTA,1
1246,LSP SMKN 46 JAKARTA,1
1247,LSP SMKN 48 JAKARTA,1
1248,LSP SMKN 49 JAKARTA,1
1249,LSP SMKN 5 BALIKPAPAN,1
1250,LSP SMKN 5 BANJARMASIN,1
1251,LSP SMKN 5 JAKARTA,1
1252,LSP SMKN 5 JEMBER,1
1253,LSP SMKN 5 KAB.TANGERANG,1
1254,LSP SMKN 5 KOTA JAMBI,1
1255,LSP SMKN 5 KUNINGAN,1
1256,LSP SMKN 5 MAJENE,1
1257,LSP SMKN 5 PADANG,1
1258,LSP SMKN 5 PANGALENGAN,1
1259,LSP SMKN 5 TELKOM BANDA ACEH,1
1260,LSP SMKN 53 JAKARTA,1
1261,LSP SMKN 6 BALIKPAPAN,1
1262,LSP SMKN 6 BATAM,1
1263,LSP SMKN 6 GARUT,1
1264,LSP SMKN 6 MALANG,1
1265,LSP SMKN 6 PEKANBARU,1
1266,LSP SMKN 6 SUKOHARJO,1
1267,LSP SMKN 60,1
1268,LSP SMKN 63 JAKARTA,1
1269,LSP SMKN 7 BALEENDAH,1
1270,LSP SMKN 7 BATAM,1
1271,LSP SMKN 7 KOTA SERANG,1
1272,LSP SMKN 7 MEDAN,1
1273,LSP SMKN 7 SAMARINDA,1
1274,LSP SMKN 7 SURABAYA,1
1275,LSP SMKN 8 BANDAR LAMPUNG,1
1276,LSP SMKN 9 GARUT,1
1277,LSP SMKN 9 MEDAN,1
1278,LSP SMKN 9 SEMARANG,1
1279,LSP SMKN 9 SURAKARTA,1
1280,LSP SMKN BANTARKALONG,1
1281,LSP SMKN JATIPURO,1
1282,LSP SMKN JATIROGO,1
1283,LSP SMKN LABUANG,1
1284,LSP SMKN PP CIANJUR,1
1285,LSP SMKN PRIGEN,1
1286,LSP SMKN RAJAPOLAH,1
1287,LSP SMKN SUKOHARJO,1
1288,LSP SMKN1 MAJALENGKA,1
1289,LSP SMKN1 TINAMBUNG,1
1290,LSP SMKN12 JKT,1
1291,LSP SMKN2 KARANG BARU,1
1292,LSP SMKN2 TERBANGGI BESAR,1
1293,LSP SMKN2 WONOSARI,1
1294,LSP SMKN4 SURABAYA,1
1295,LSP SMKPGRI PANDAAN,1
1296,LSP SMKS 11 MARET JAKARTA,1
1297,LSP SMKS BANDUNG BARAT,1
1298,LSP SMKS DHARMA BHAKTI 4 JAMBI,1
1299,LSP SMKS HKTI 1 PURWAREJA KLAMPOK,1
1300,LSP SPA NASIONAL,1
1301,LSP STASIUN PENGISIAN BAHAN BAKAR MINYAK DAN GAS,1
1302,LSP STEMBATEMA (SMK N 1 TEMANGGUNG),1
1303,LSP STIE AUB SURAKARTA,1
1304,LSP STIEPAR YAPARI,1
1305,LSP STIESIA,1
1306,LSP STIKES BAKTI TUNAS HUSADA TASIKMALAYA,1
1307,LSP STIKOM CIPTA KARYA INFORMATIKA ( STIKOMCKI ),1
1308,LSP STIP,1
1309,LSP STMIK BANJARBARU,1
1310,LSP STMM,1
1311,LSP STP MATARAM,1
1312,LSP SURVEY PEMETAAN IKATAN SURVEYOR INDONESIA,1
1313,LSP T2K3 INDONESIA,1
1314,LSP TALENTA WIRAUSAHA NUSANTARA,1
1315,LSP TAMBANG MINERBA INDONESIA,1
1316,LSP TEKNIK DAN MANAJEMEN INDUSTRI,1
1317,LSP TEKNIK LISTRIK,1
1318,LSP TEKNIK OPERASIONAL BANGUNAN GEDUNG,1
1319,LSP TEKNIK OTOMOTIF INDONESIA,1
1320,LSP TEKNIK PENDINGIN TATA UDARA,1
1321,LSP TEKNISI OTOMOTIF PROFESIONAL (TOP) INDONESIA,1
1322,LSP TEKNOLOGI INFORMATIKA,1
1323,LSP TEKSTIL,1
1324,LSP TELEKOMUNIKASI,1
1325,LSP TELEKOMUNIKASI DIGITAL INDONESIA,1
1326,LSP TELEKOMUNIKASI PRIMA INDONESIA,1
1327,LSP TELEMATIKA,1
1328,LSP TELKOM AKSES,1
1329,LSP TENAGA KERJA DKI JAKARTA,1
1330,LSP TENAGA KONSTRUKSI NASIONAL,1
1331,LSP TENAGA PELATIHAN DAN INSTRUKTUR PROFESIONAL,1
1332,LSP TENAGA TEKNIS VOKASI INDONESIA,1
1333,LSP TENUN INDONESIA,1
1334,LSP TEST TANGERANG,1
1335,LSP TIK TRIATMA KOMPETENSI,1
1336,LSP TMMIN,1
1337,LSP TNI ANGKATAN LAUT,1
1338,LSP TPT TEGAR UTAMA,1
1339,LSP TRAINER NUSWANTORO,1
1340,LSP TRANSLOG INDONESIA,1
1341,LSP TRANSPORTASI DARAT,1
1342,LSP TRANSPORTASI GLOBAL INDONESIA,1
1343,LSP TRANSPORTASI INDONESIA,1
1344,LSP TRANSPORTASI PENGEMUDI INDONESIA,1
1345,LSP TRIDINANTI,1
1346,LSP TVRI,1
1347,LSP UIN SUNAN KALIJAGA,1
1348,LSP UJI COBA,1
1349,LSP UJICOBA,1
1350,LSP UKRIDA,1
1351,LSP UMP,1
1352,LSP UNIMED,1
1353,LSP UNISBA,1
1354,LSP UNIVERSITAS AHMAD DAHLAN,1
1355,LSP UNIVERSITAS AL-AZHAR INDONESIA,1
1356,LSP UNIVERSITAS AMIKOM YOGYAKARTA,1
1357,LSP UNIVERSITAS BHAYANGKARA JAKARTA RAYA.,1
1358,LSP UNIVERSITAS BINA DARMA,1
1359,LSP UNIVERSITAS BINA SARANA INFORMATIKA,1
1360,LSP UNIVERSITAS BUMIGORA,1
1361,LSP UNIVERSITAS DHYANA PURA,1
1362,LSP UNIVERSITAS DIAN NUSWANTORO,1
1363,LSP UNIVERSITAS DR. SOETOMO SURABAYA,1
1364,LSP UNIVERSITAS ESA UNGGUL,1
1365,LSP UNIVERSITAS GARUT,1
1366,LSP UNIVERSITAS GORONTALO,1
1367,LSP UNIVERSITAS INDONESIA,1
1368,LSP UNIVERSITAS IPWIJA,1
1369,LSP UNIVERSITAS ISLAM INDONESIA (UII),1
1370,LSP UNIVERSITAS ISLAM MALANG,1
1371,LSP UNIVERSITAS ISLAM NEGERI (UIN) SUNAN AMPEL,1
1372,LSP UNIVERSITAS MERCU BUANA YOGYAKARTA (LSP UMBY),1
1373,LSP UNIVERSITAS MERDEKA MALANG,1
1374,LSP UNIVERSITAS MUHAMMADIYAH JEMBER,1
1375,LSP UNIVERSITAS MUHAMMADIYAH SIDOARJO,1
1376,LSP UNIVERSITAS MUHAMMADIYAH TANGERANG,1
1377,LSP UNIVERSITAS MULIA (EKS. LSP STMIK BALIKPAPAN),1
1378,LSP UNIVERSITAS NAHDLATUL ULAMA SURABAYA (LSP UNUSA),1
1379,LSP UNIVERSITAS NEGERI JAKARTA,1
1380,LSP UNIVERSITAS NEGERI MALANG,1
1381,LSP UNIVERSITAS NEGERI PADANG,1
1382,LSP UNIVERSITAS NEGERI SEMARANG,1
1383,LSP UNIVERSITAS NEGERI SURABAYA,1
1384,LSP UNIVERSITAS NEGERI YOGYAKARTA (UNY),1
1385,LSP UNIVERSITAS NURUL JADID,1
1386,LSP UNIVERSITAS NUSA MANDIRI,1
1387,LSP UNIVERSITAS PADJADJARAN,1
1388,LSP UNIVERSITAS PAMULANG,1
1389,LSP UNIVERSITAS PEMBANGUNAN JAYA,1
1390,LSP UNIVERSITAS PEMBANGUNAN NASIONAL VETERAN YOGYAKARTA,1
1391,LSP UNIVERSITAS PENDIDIKAN INDONESIA,1
1392,LSP UNIVERSITAS PRIMA INDONESIA,1
1393,LSP UNIVERSITAS PUTERA BATAM,1
1394,LSP UNIVERSITAS SEBELAS MARET,1
1395,LSP UNIVERSITAS SULTAN AGENG TIRTAYASA,1
1396,LSP UNIVERSITAS WAHID HASYIM,1
1397,LSP UNIVERSITAS YUDHARTA PASURUAN,1
1398,LSP UNMUS,1
1399,LSP UPN VETERAN JAKARTA,1
1400,LSP UPN VETERAN JATIM,1
1401,LSP USER PLN,1
1402,LSP VOKASI IPB,1
1403,LSP WIDYA BAHASA NUSANTARA,1
1404,LSP WIKA,1
1405,LSP WISATA INDONESIA,1
1406,LSP YAYASAN PENDIDIKAN INTERNAL AUDIT,1
1407,LSP- LINGKUNGAN HIDUP LESTARI,1
1408,LSP- SMK AVERUS,1
1409,LSP-1 SMKN1 LAHAT,1
1410,LSP-LABORATORIUM INDUSTRI INDONESIA,1
1411,LSP-P1 POLITEKNIK PARIWISATA MEDAN,1
1412,LSP-P1 POLSRI,1
1413,LSP-P1 SLBN PEMBINA TINGKAT NASIONAL BAGIAN C MALANG,1
1414,LSP-P1 SMK 1 MEULABOH,1
1415,LSP-P1 SMK GENUS BUKITTINGGI,1
1416,LSP-P1 SMK KRISTEN NUSANTARA KUDUS,1
1417,LSP-P1 SMK MITRA KARYA MANDIRI,1
1418,LSP-P1 SMK MOTIVASI INSANI,1
1419,LSP-P1 SMK MUHAMMADIYAH 1 GENTENG,1
1420,LSP-P1 SMK MUHAMMADIYAH 2 AJIBARANG,1
1421,LSP-P1 SMK MUHAMMADIYAH 2 KUNINGAN,1
1422,LSP-P1 SMK MUHAMMADIYAH BELITANG,1
1423,LSP-P1 SMK N 2 KARANGANYAR,1
1424,LSP-P1 SMK N 2 KUDUS,1
1425,LSP-P1 SMK NEGERI 1 BUDURAN,1
1426,LSP-P1 SMK NEGERI 1 CIKARANG SELATAN,1
1427,LSP-P1 SMK NEGERI 1 KARANGANYAR,1
1428,LSP-P1 SMK NEGERI 1 MAJA,1
1429,LSP-P1 SMK NEGERI 1 MALANG,1
1430,LSP-P1 SMK NEGERI 1 PEUSANGAN,1
1431,LSP-P1 SMK NEGERI 2 MALANG,1
1432,LSP-P1 SMK NEGERI 2 TASIKMALAYA,1
1433,LSP-P1 SMK NEGERI 3 KOTA BEKASI,1
1434,LSP-P1 SMK NEGERI 4 PONTIANAK,1
1435,LSP-P1 SMK NEGERI 56 JAKARTA,1
1436,LSP-P1 SMK NEGERI 6 JEMBER,1
1437,LSP-P1 SMK PELITA 2 CIAMPEA,1
1438,LSP-P1 SMK PERTANIAN PEMBANGUNAN NEGERI LEMBANG,1
1439,LSP-P1 SMK PGRI 3 SIDOARJO,1
1440,LSP-P1 SMK QUEEN AL FALAH,1
1441,LSP-P1 SMK RISTEK JAYA,1
1442,LSP-P1 SMK SANGKURIANG 1 CIMAHI,1
1443,LSP-P1 SMK TARUNA TERPADU 2 BOGOR,1
1444,LSP-P1 SMK TERATAI PUTIH GLOBAL 4 BEKASI,1
1445,LSP-P1 SMK TEXMACO SEMARANG,1
1446,LSP-P1 SMK YASIHA GUBUG,1
1447,LSP-P1 SMK- SMTI MAKASSAR,1
1448,LSP-P1 SMKN 1 BONDOWOSO,1
1449,LSP-P1 SMKN 1 CIKALONGKULON,1
1450,LSP-P1 SMKN 1 DEMAK,1
1451,LSP-P1 SMKN 1 GESI,1
1452,LSP-P1 SMKN 1 KRAKSAAN,1
1453,LSP-P1 SMKN 1 LHOKSUKON,1
1454,LSP-P1 SMKN 1 MATUR,1
1455,LSP-P1 SMKN 1 MOJOANYAR,1
1456,LSP-P1 SMKN 1 NGANJUK,1
1457,LSP-P1 SMKN 1 SEYEGAN,1
1458,LSP-P1 SMKN 1 SINTUK TOBOH GADANG,1
1459,LSP-P1 SMKN 2 BL,1
1460,LSP-P1 SMKN 2 CIAMIS,1
1461,LSP-P1 SMKN 2 PAYAKUMBUH,1
1462,LSP-P1 SMKN 3 BLITAR,1
1463,LSP-P1 SMKN 3 KUDUS,1
1464,LSP-P1 SMKN 57 JAKARTA,1
1465,LSP-P1 SMKN 58 JAKARTA,1
1466,LSP-P1 UNISLA,1
1467,LSP-P1 UNIVERSITAS FORT DE KOCK BUKITTINGGI,1
1468,LSP-P1 VIVERE LEARNING CENTER,1
1469,LSP-PAL,1
1470,LSP-PERURI,1
1471,LSP-TO INDONESIA,1
1472,LSP1 SMK N 1 TEMON,1
1473,LSPP1 SMK PELITA SALATIGA,1
1474,LSPP1 SMKN 3 MAGELANG,1
1475,MANAJEMEN BISNIS PEMASARAN,1
1476,MANAJEMEN KEWIRAUSAHAAN DAN BISNIS INDONESIA,1
1477,MANAJEMEN RISIKO,1
1478,MICE,1
1479,MITRA SERTIFINDO KONSTRUKSI,1
1480,MSDM APINDO,1
1481,MSDM ASPHRI,1
1482,MSDM BRILLIANT,1
1483,MSDM MANDIRI,1
1484,MSDM NUSANTARA,1
1485,MSDM QUALITY INDONESIA,1
1486,MUI,1
1487,OLAHRAGA INDONESIA,1
1488,PARIWISATA,1
1489,PARIWISATA BARELANG INTERNATIONAL,1
1490,PARIWISATA BHAKTI PERSADA,1
1491,PARIWISATA DAN SPA INDONESIA,1
1492,PARIWISATA GLOBAL INDONESIA,1
1493,PARIWISATA HOUSEKEEPER,1
1494,PARIWISATA JAYA KOMPETEN,1
1495,PARIWISATA MAESTRO INDONESIA,1
1496,PARIWISATA MAHOTAMA,1
1497,PARIWISATA METRO GLOBAL,1
1498,PARIWISATA NUGRAHA INTERNASIONAL,1
1499,PARIWISATA PESONA INDONESIA,1
1500,PARIWISATA PHINISI,1
1501,PARIWISATA RAFFLESIA,1
1502,"PARIWISATA, AESTETIKA DAN SPA (PARAS)",1
1503,PASKI HEALTH CARE,1
1504,PD SUKSES SURYA NUSANTARA,1
1505,PEKERJA DOMESTIK DUTA BANGSA,1
1506,PEKERJA DOMESTIK MANDIRI,1
1507,PEKERJA DOMESTIK NUSANTARA,1
1508,PEKERJA DOMESTIK PRATAMA,1
1509,PEMASARAN,1
1510,PEMASARAN PRATAMA NUSANTARA,1
1511,PEMASOK PASAR INDONESIA,1
1512,PENERBITAN,1
1513,PENGAMANAN NUSANTARA,1
1514,PENGEMBANGAN LAS,1
1515,PENYELENGGARA PRODUK HALAL INDONESIA (PPHI),1
1516,PERDAGANGAN EKSPOR IMPOR INDONESIA,1
1517,PERKERETAAPIAN INDONESIA,1
1518,PERKOPERASIAN INDONESIA,1
1519,PERMODALAN NASIONAL MADANI,1
1520,PERMUSEUMAN INDONESIA,1
1521,PERS INDONESIA,1
1522,PERTAHKINDO KONSTRUKSI NASIONAL,1
1523,PERTANIAN ORGANIK,1
1524,PETAKINDO KONSTRUKSI MANDIRI,1
1525,PETERNAKAN INDONESIA,1
1526,PETROSEA,1
1527,POLIMARIN,1
1528,POLITEKNIK APP JAKARTA,1
1529,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),1
1658,SMK SARASWATI 3 TABANAN,1
1530,POLITEKNIK ILMU PELAYARAN (PIP) SEMARANG,1
1531,POLITEKNIK INDUSTRI LOGAM MOROWALI,1
1532,POLITEKNIK MANUFAKTUR NEGERI BANGKA BELITUNG (LSP POLMAN BABEL),1
1533,POLITEKNIK NEGERI BALIKPAPAN,1
1534,POLITEKNIK NEGERI BATAM,1
1535,POLITEKNIK NEGERI LAMPUNG,1
1536,POLITEKNIK NEGERI LHOKSEUMAWE,1
1537,POLITEKNIK NEGERI SEMARANG,1
1538,POLITEKNIK NEGERI UJUNG PANDANG (PNUP),1
1539,POLITEKNIK PARIWISATA (POLTEKPAR) PALEMBANG,1
1540,POLITEKNIK PARIWISATA LOMBOK,1
1541,POLITEKNIK PARIWISATA NHI BANDUNG,1
1542,POLITEKNIK PELAYARAN BANTEN,1
1543,POLITEKNIK PELAYARAN BAROMBONG (POLTEKPEL BAROMBONG),1
1544,POLITEKNIK PENERBANGAN MAKASSAR (POLTEKBANG MKS),1
1545,POLITEKNIK PENERBANGAN SURABAYA,1
1546,POLITEKNIK PERKAPALAN NEGERI SURABAYA,1
1547,POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN,1
1548,POLITEKNIK PERTANIAN NEGERI (POLITANI) PAYAKUMBUH,1
1549,POLITEKNIK PIKSI GANESHA BANDUNG,1
1550,POLITEKNIK STIA LAN JAKARTA,1
1551,POLITEKNIK TEKNOLOGI KIMIA INDUSTRI MEDAN,1
1552,PPKPTKK JAKARTA PUSAT,1
1553,PPKPTKK JAKARTA UTARA DAN KEPULAUAN SERIBU,1
1554,PRAKTISI TEKNOLOGI INFORMASI,1
1555,PRODUKTIVITAS NASIONAL,1
1556,PROFESI LAS,1
1557,PROFESIONAL DESA BUANA,1
1558,PROFESSIONAL GLOBAL TRAINER,1
1559,PROTEKSI KEBAKARAN,1
1560,PT FREEPORT INDONESIA,1
1561,PT KERETA API INDONESIA (PERSERO),1
1562,PT. LSP HALAL INDONESIA,1
1563,PTUK BNSP,1
1564,PUSAT PENDIDIKAN GEOMIGAS CEPU,1
1565,RETAIL INDONESIA,1
1566,SARANA KOMUNIKASI PRIMA INDONESIA,1
1567,SINARMAS MINING,1
1568,SLB KARTINI BATAM,1
1569,SMART FAST GLOBAL EDUCATION,1
1570,SMK AL HIDAYAH 1 JAKARTA,1
1571,SMK AL-BAHRI KOTA BEKASI,1
1572,SMK ANALIS KESEHATAN JEMBER,1
1573,SMK ANTARTIKA 2 SIDOARJO,1
1574,SMK ASSA'ADAH GRESIK,1
1575,SMK BAKTI INDONESIA MEDIKA,1
1576,SMK BHAKTI KARTINI,1
1577,SMK BHAKTI KENCANA SUBANG,1
1578,SMK BINA HUSADA MANDIRI,1
1579,SMK BINA KARYA 1 KARAWANG,1
1580,SMK BINA MANDIRI MULTIMEDIA,1
1581,SMK BINA NUSANTARA UNGARAN,1
1582,SMK BINA TARUNA JALANCAGAK,1
1583,SMK BINA WISATA LEMBANG,1
1584,SMK BUNDA SATRIA WANGON,1
1585,SMK CANDRA NAYA,1
1586,SMK CITRA NEGARA,1
1587,SMK DHARMA KARYA,1
1588,SMK DINAMIKA PEMBANGUNAN 2 JAKARTA,1
1589,SMK FARMASI KATOLIK BINA FARMA MADIUN,1
1590,SMK ISLAM JEPARA,1
1591,SMK ISLAM KEPANJEN,1
1592,SMK KARYA GUNA 1 BEKASI,1
1593,SMK KESEHATAN SAMARINDA,1
1594,SMK KRISTEN 5 KLATEN,1
1595,SMK MEDIA INFORMATIKA,1
1596,SMK MUHAMMADIYAH 1 AJIBARANG,1
1597,SMK MUHAMMADIYAH 1 BANTUL,1
1598,SMK MUHAMMADIYAH 2 PEKANBARU,1
1599,SMK MUHAMMADIYAH 3 PALEMBANG,1
1600,SMK MUHAMMADIYAH 3 SINGOSARI,1
1601,SMK N 1 BADEGAN,1
1602,SMK N 1 BANGIL,1
1603,SMK N 1 BLORA,1
1604,SMK N 1 GEMPOL PASURUAN,1
1605,SMK N 1 JABON SIDOARJO,1
1606,SMK N 1 KALIGONDANG,1
1607,SMK N 1 PASIR PENYU,1
1608,SMK N 1 PEKANBARU,1
1609,SMK N 1 PURWODADI,1
1610,SMK N 1 WANAREJA,1
1611,SMK N 1 WONOGIRI,1
1612,SMK N 2 JIWAN,1
1613,SMK N 3 KENDAL,1
1614,SMK N 3 PURWOREJO,1
1615,SMK N 7 SEMARANG,1
1616,SMK N 7 YOGYAKARTA,1
1617,SMK NEGERI 1 BULUKERTO,1
1618,SMK NEGERI 1 CERME GRESIK,1
1619,SMK NEGERI 1 DOMPU,1
1620,SMK NEGERI 1 JOMBANG,1
1621,SMK NEGERI 1 KABUPATEN SORONG,1
1622,SMK NEGERI 1 KOTA BEKASI,1
1623,SMK NEGERI 1 MOJOSONGO,1
1624,SMK NEGERI 1 PALOPO,1
1625,SMK NEGERI 1 PEMALANG,1
1626,SMK NEGERI 1 PRAYA TENGAH,1
1627,SMK NEGERI 2 JEPARA,1
1628,SMK NEGERI 2 MAGETAN,1
1629,SMK NEGERI 2 PRABUMULIH,1
1630,SMK NEGERI 3 KOTA BENGKULU,1
1631,SMK NEGERI 3 KUPANG,1
1632,SMK NEGERI 3 PAYAKUMBUH,1
1633,SMK NEGERI 37 JAKARTA,1
1634,SMK NEGERI 4 YOGYAKARTA,1
1635,SMK NEGERI 5 BANDAR LAMPUNG,1
1636,SMK NEGERI 6 JAKARTA,1
1637,SMK NEGERI 6 SURABAYA,1
1638,SMK NEGERI 8 JAKARTA,1
1639,SMK NEGERI NUSAWUNGU,1
1640,SMK NU GRESIK,1
1641,SMK NU KESESI,1
1642,SMK NU LAMONGAN,1
1643,SMK NUSANTARA 1 COMAL,1
1644,SMK PARIWISATA TRIATMA JAYA TABANAN,1
1645,SMK PENERBANGAN SIDOARJO,1
1646,SMK PGRI 1 GRESIK,1
1647,SMK PGRI 1 JOMBANG,1
1648,SMK PGRI 1 KEDIRI,1
1649,SMK PGRI 1 MEJAYAN,1
1650,SMK PGRI 1 MEJOBO KUDUS,1
1651,SMK PGRI 1 TULUNGAGUNG,1
1652,SMK PGRI 11 JAKARTA,1
1653,SMK PGRI 2 CIBINONG KABUPATEN BOGOR,1
1654,SMK PGRI 3 MALANG,1
1655,SMK PLUS NU SIDOARJO,1
1656,SMK PRIMA HUSADA KEDIRI,1
1657,SMK REMAJA PLUIT,1
1659,SMK SMTI BANDA ACEH,1
1660,SMK SMTI YOGYAKARTA,1
1661,SMK TELKOM SANDHY PUTRA,1
1662,SMK TRI MITRA,1
1663,SMK ULIL ALBAB,1
1664,SMK WAHIDIN CIREBON,1
1665,SMK WIDYA PRAJA UNGARAN,1
